type,text
ham,i want to grasp your pretty booty :)
ham,Good evening! How are you?
ham,Dear how is chechi. Did you talk to her
ham,Yes i thought so. Thanks.
ham,"Storming msg: Wen u lift d phne, u say HELLO Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,Cheers for the card ... Is it that time of year already?
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,"The table's occupied, I'm waiting by the tree"
ham,A guy who gets used but is too dumb to realize it.
ham,Superb Thought- Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.:-)
ham,"Goodmorning, today i am late for  DECIMAL min."
ham,V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy VALENTINES DAY in advance
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,Yo! Howz u? girls never rang after india. L
ham,You'd like that wouldn't you? Jerk!
ham,26th OF JULY
ham,Ultimately tor motive tui achieve korli.
ham,Anything lar...
ham,K...k...yesterday i was in cbe .
ham,Want to finally have lunch today?
ham,"Sorry, I'll call later"
ham,Give one miss from that number please
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,"Very hurting n meaningful lines ever: I compromised everything for my love, But at d end my love compromised me for everything:-(.. Gud mornin:-)"
ham,We stopped to get ice cream and will go back after
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,R u in this continent?
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,K.k..how is your sister kids?
ham,I will reach office around  DECIMAL . & my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,Sday only joined.so training we started today:)
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
ham,Do you still have the grinder?
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
ham,Sorry me going home first... Daddy come fetch u later...
ham,Are you this much buzy
ham,Helloooo... Wake up..! Sweet morning welcomes You Enjoy This Day with full of joy.. GUD MRNG.
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  # . 5)Gently remove Ur hand.. Its interesting..:)"
ham,I donno its in your genes or something
ham,About  # bucks. The banks fees are fixed. Better to call the bank and find out.
ham,I am literally in bed and have been up for like  #  hours
spam,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,";-( oh well, c u later"
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,Mm yes dear look how i am hugging you both. :-P
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,Wat r u doing?
ham,"Haha yeah, 2 oz is kind of a lot"
ham,Hey now am free you can call me.
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,on a Tuesday night r u 4 real
ham,Mm have some kanji dont eat anything heavy ok
ham,Siva is in hostel aha:-.
ham,In da car park 
ham,Are you willing to go for apps class.
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,Jus finished avatar nigro
ham,When you are big..| God will bring success.
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
ham,May i call You later Pls
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
ham,Just wanted to say you guys weren't kidding about this bud
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
ham,Are you available for soiree on June 3rd?
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Oh :-)only 4 outside players allowed to play know
ham,No probably  # %.
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham,No just send to you. Bec you in temple na.
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,U can call me now...
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,"Just sent again. Do you scream and moan in bed, princess?"
ham,I though we shd go out n have some fun so bar in town or something â¬â sound ok?
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,K..k.:)congratulation ..
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,I have a rather prominent bite mark on my right cheek
ham,I'll be at mu in like  #  seconds
ham,That's y u haf 2 keep me busy...
ham,"CHA QUITEAMUZING THATâSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,Going to take your babe out ?
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,Wait . I will msg after  #  min.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
ham,Okie...
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,Those idiots. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,That's y we haf to combine n c how lor...
ham,"Thatâ¬Ës the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  #  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Lol I was gonna last month. I cashed some in but I left # just in case. I was collecting more during the week cause they announced it on the blog.
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,You also didnt get na hi hi hi hi hi
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,Guai... u shd haf seen him when he's naughty... u so free today? Can go jogging...
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,At 4. Let's go to bill millers
ham,Not a drop in the tank
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,Lol no. Just trying to make your day a little more interesting
ham,S.this will increase the chance of winning.
ham,Are u awake? Is there snow there?
ham,have * good weekend.
ham,What you did in  leave.
ham,Lol boo I was hoping for a laugh
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,Yes:)sura in sun tv.:)lol.
ham,"Aight, you close by or still down around alex's place?"
ham,Ya had just now.onion roast.
